AGO,1.475
AGN,0.864
AGM,-1.396
PKY,1.9
AGI,0
SIR,0
AGD,0
AGC,0
NYX,1.12
NYT,-1.12
NOC,1.28142857143
AGX,0
AGU,1.06166666667
BWP,0
BWS,1.12
KYO,0
KYN,0
SPR,1.095
ITUB,1.275
KRG,0.965
SPH,-2.22
BWA,2.28
BWC,0.56
SPN,0.66
BWG,0
SPA,0.95
SPB,0
RIOM,0
SPE,1.9
SPF,0.963333333333
SPG,0.3875
GS,0.18380952381
EARN,0
GY,0.89
GG,0.765882352941
GF,0
GE,1.52833333333
BYM,0.6
GB,0
GA,0.87
BYI,0.518
BYD,0.805714285714
JNS,0.536666666667
MAS,0.674
SNE,0.956666666667
MAV,0
SNN,0.0
JNY,0
SNH,0.0
SNI,0.022
MAA,-1.93
MAC,1.9
SNP,0
TISI,0
JNJ,0.585
NW^C,0
TDA,0
SNX,1.66
VLRS,0
UBP^D,0
UBP^F,0
BEN,-2.22
JWN,-0.114285714286
EVN,0
EVC,-2.198
EVF,0
EVG,0
BEP,0
NMY,0
EVT,0
LNKD,0.757142857143
VLO,0.625384615385
MPLX,0
TTP,0
VLY/WS,0
CTZ^A,0
GRP/U,0
TTI,0.065
TTM,0.205
TTC,1.49
VLT,0
GRT,1.99
TPRE,0.75
GRR,0
JDD,0
ZF,1.9
ZA,-0.3
GRX,1.68
VR,-0.273333333333
ZX,0
GRA,0.2675
BAC/WS/B,0
GRO,0
BCS^A,0
BAC/WS/A,0
BCS^D,0
NSLP,0
SLRA,0
HLX,0
HLS,1.89
NOA,0
KKR,1.525
N,0
TXTR,2.98
HLF,0.31619047619
NOV,1.47307692308
HVT/A,0
NOR,-0.43
CTU,0
CTW,0
VBF,0
CTR,0
CTS,1.56
CTX,0
CTY,0
ICB,0
KYE,1.9
CTB,1.10833333333
CTC,0
CTL,0.448
SNA,2.25
ENZ,-1.34
WHG,-2.22
AIG/WS,0
LXFT,0
UNH,0.342727272727
WHR,1.42363636364
FMER^A,0
WHX,-0.0566666666667
WHZ,2.45
ABR^B,0
ABR^A,0
YOKU,1.36846153846
RRTS,2.185
HYL,0
BFAM,0
DCM,-0.1
V,0
RLI,1.9
EDG,0
EDD,0
EDE,0
RLD,-0.55
EDI,0
EDN,0
EDR,-1.96
SFUN,0.91875
EDT,0
EDU,0.77
HBA^H,0
EVER,0
ORA,3.0
DPS,-0.16
HYV,0
DUKH,0
DPZ,0.576666666667
DPG,0
NAN^D,0
DPD,0
THGA,0
DPO,0
XPO,1.44
DPM,0
HBA^F,0
LF,-0.174444444444
FBS^A,0
HBA^G,0
AGCO,1.442
SEMG,0
LO,1.4075
LL,1.63363636364
LM,0
LH,2.69
ONE,0.973333333333
IID,0
IIF,0
IIM,0
NAN^C,0
A,0
RZA,0
NNN^E,0
NBHC,0
STNG,1.61666666667
CFN,-2.22
PNX,0
SFI^F,0
CFI,-0.846666666667
VCRA,-2.22
PNR,2.06666666667
PNW,0
PNI,0
PNK,1.77333333333
GD,0.63
PNM,0
CFX,0
PNC,-0.865
CFR,0.482
PNG,2.23
PNF,0
OCR^B,0
OCR^A,0
WCIC,0
GM,0.931818181818
JBR,0
PRE,-2.89
NRK^C,0
PRA,0
SAN,1.3275
SAM,0.189090909091
JOY,-0.208
PRO,-2.22
PRI,-1.396
PRH,0
PRU,1.0825
ACMP,1.15
CRD/A,0
JOE,2.89
JOF,0.61
CRD/B,0
SAR,0
SAQ,0
SAP,2.12
PRY,0
INXN,0.73
CHA,-1.0
CHC,0
CHD,1.828
CHE,-2.22
PSA^V,0
CHH,0
CHK,1.28222222222
CHL,0.546
PSA^U,0
CHN,0
CHS,0.176666666667
CHT,0
CHU,-2.0
JAH,1.78
MRK,0.57
PSA^S,0
MRF,0
BIO/B,0
ESNT,0
MRC,1.9
NKG^C,0
DBL,0
HYF,0
XUE,1.5
AMRE,0
MTRN,1.9
DBD,-0.39
AMRC,0.526666666667
APH,0
ISH,-2.22
APO,1.28333333333
APL,2.11
APB,0
APC,0.751
APA,1.142
APF,0
APD,1.46
NCT^C,0
VC,2.0675
MLU,0
WPO,-2.44
GRX^A,0
RY,2.425
VE,-2.15
TKF,0
SNV,0.33
NLS,1.52
HMY,0.516666666667
NLY,1.18866666667
JBK,0
MER^D,0
MYCC,0
JBJ,0
MER^K,0
HMN,0.89
HMH,0
SMFG,0.61
HME,0
WSO/B,0
HMA,-1.47428571429
HMC,0
AFL,0.384
AFM,0
GCI,-2.45
GCH,0
AFG,0
AFA,0
AFB,0
AFC,0
DLR,-0.07
GCV,0
AFT,2.47
AFW,0
AFQ,0
BTU,-0.201538461538
BTT,0
SSW,3.0
SEP,0
SSP,0.82
SSS,-0.21
BTZ,0
BTE,0
SSL,0
BTF,0
BTA,0
SSD,0
BTO,0
MAN,3.0
BTH,0.6325
TSN,0.788333333333
DGI,-2.22
NEE^P,0
EXL^B,0
TSL,0.953333333333
NXP,0
NEE^G,0
NEE^F,0
NEE^C,0
NEE^O,0
SWC,-2.28
WSM,0.357142857143
NEE^J,0
NEE^I,0
NEE^H,0
RDS/A,0
ECA,1.07166666667
RDS/B,0
EXPR,1.46166666667
ECL,1.9
VG,-0.66
RKUS,1.62923076923
ECT,-2.25
IPHI,-0.838333333333
LND,0
LNC,1.48888888889
VEL^E,0
BBN,-1.96
B,0
BBK,0
MS^E,0
BBG,1.458
BBF,0
BBD,0.385
ARDC,0
YELP,0.35380952381
EP^C,0
BBY,0.725263157895
BBX,2.66
BBW,0
WAIR,-2.22
BBT,1.28666666667
RNG,0
VMO,-1.96
NUE,1.71857142857
WRB^B,0
GMED,-2.22
TUP,-2.22
VMC,2.57
VMW,1.32142857143
TUC,0
WYN,0
HCLP,-0.955
CLGX,-2.22
NMY^C,0
NMY^G,0
NMY^F,0
NMY^E,0
NMY^D,0
AGRO,0
UNS,0
EVR,1.70222222222
SWK,2.2
HASI,0
CYS,-0.573333333333
RBS^S,0
NPTN,0
ETV,0
CYT,2.3
